Date,Away Team,Away Score,Home Team,Home Score,Season,Notes,Day,Winner,Loser
20-05-2016,Atlanta Dream,85,Indiana Fever,94,2016,,Friday,Indiana Fever,Atlanta Dream
20-05-2016,Seattle Storm,81,Phoenix Mercury,80,2016,,Friday,Seattle Storm,Phoenix Mercury
20-05-2016,Los Angeles Sparks,97,Washington Mystics,67,2016,,Friday,Los Angeles Sparks,Washington Mystics
21-05-2016,Washington Mystics,84,Connecticut Sun,76,2016,,Saturday,Washington Mystics,Connecticut Sun
21-05-2016,San Antonio Silver Stars,77,Dallas Wings,82,2016,,Saturday,Dallas Wings,San Antonio Silver Stars
21-05-2016,Los Angeles Sparks,79,New York Liberty,72,2016,,Saturday,Los Angeles Sparks,New York Liberty
22-05-2016,Chicago Sky,81,Atlanta Dream,87,2016,,Sunday,Atlanta Dream,Chicago Sky
22-05-2016,Minnesota Lynx,78,Seattle Storm,71,2016,,Sunday,Minnesota Lynx,Seattle Storm
24-05-2016,Los Angeles Sparks,93,Chicago Sky,80,2016,,Tuesday,Los Angeles Sparks,Chicago Sky
24-05-2016,Atlanta Dream,85,New York Liberty,79,2016,,Tuesday,Atlanta Dream,New York Liberty
25-05-2016,Minnesota Lynx,85,Phoenix Mercury,78,2016,,Wednesday,Minnesota Lynx,Phoenix Mercury
26-05-2016,Los Angeles Sparks,77,Connecticut Sun,72,2016,,Thursday,Los Angeles Sparks,Connecticut Sun
26-05-2016,Washington Mystics,84,Seattle Storm,82,2016,,Thursday,Washington Mystics,Seattle Storm
27-05-2016,Atlanta Dream,102,Dallas Wings,93,2016,,Friday,Dallas Wings,Atlanta Dream
27-05-2016,Indiana Fever,71,Minnesota Lynx,74,2016,,Friday,Minnesota Lynx,Indiana Fever
27-05-2016,Chicago Sky,78,San Antonio Silver Stars,79,2016,,Friday,San Antonio Silver Stars,Chicago Sky
28-05-2016,Connecticut Sun,81,Seattle Storm,93,2016,,Saturday,Seattle Storm,Connecticut Sun
29-05-2016,Indiana Fever,76,Atlanta Dream,85,2016,,Sunday,Atlanta Dream,Indiana Fever
29-05-2016,Chicago Sky,92,Dallas Wings,87,2016,,Sunday,Chicago Sky,Dallas Wings
29-05-2016,Washington Mystics,77,Phoenix Mercury,93,2016,,Sunday,Phoenix Mercury,Washington Mystics
31-05-2016,Minnesota Lynx,79,New York Liberty,69,2016,,Tuesday,Minnesota Lynx,New York Liberty
31-05-2016,Connecticut Sun,90,Phoenix Mercury,99,2016,,Tuesday,Phoenix Mercury,Connecticut Sun
01-06-2016,Seattle Storm,75,Indiana Fever,85,2016,,Wednesday,Indiana Fever,Seattle Storm
01-06-2016,Chicago Sky,86,Washington Mystics,78,2016,,Wednesday,Chicago Sky,Washington Mystics
02-06-2016,San Antonio Silver Stars,61,Los Angeles Sparks,68,2016,,Thursday,Los Angeles Sparks,San Antonio Silver Stars
03-06-2016,Washington Mystics,72,Chicago Sky,98,2016,,Friday,Chicago Sky,Washington Mystics
03-06-2016,Atlanta Dream,83,Connecticut Sun,77,2016,,Friday,Atlanta Dream,Connecticut Sun
03-06-2016,Indiana Fever,59,New York Liberty,91,2016,,Friday,New York Liberty,Indiana Fever
03-06-2016,Phoenix Mercury,81,Seattle Storm,95,2016,,Friday,Seattle Storm,Phoenix Mercury
04-06-2016,Dallas Wings,63,Minnesota Lynx,80,2016,,Saturday,Minnesota Lynx,Dallas Wings
04-06-2016,Los Angeles Sparks,74,San Antonio Silver Stars,61,2016,,Saturday,Los Angeles Sparks,San Antonio Silver Stars
05-06-2016,Washington Mystics,86,Atlanta Dream,79,2016,,Sunday,Washington Mystics,Atlanta Dream
05-06-2016,Indiana Fever,88,Connecticut Sun,77,2016,,Sunday,Indiana Fever,Connecticut Sun
05-06-2016,New York Liberty,86,Seattle Storm,78,2016,,Sunday,New York Liberty,Seattle Storm
07-06-2016,New York Liberty,77,Los Angeles Sparks,100,2016,,Tuesday,New York Liberty,Los Angeles Sparks
07-06-2016,Phoenix Mercury,81,Minnesota Lynx,89,2016,,Tuesday,Minnesota Lynx,Phoenix Mercury
08-06-2016,Washington Mystics,87,Dallas Wings,79,2016,,Wednesday,Washington Mystics,Dallas Wings
09-06-2016,San Antonio Silver Stars,75,Phoenix Mercury,90,2016,,Thursday,Phoenix Mercury,San Antonio Silver Stars
10-06-2016,Minnesota Lynx,110,Atlanta Dream,78,2016,,Friday,Atlanta Dream,Minnesota Lynx
10-06-2016,Seattle Storm,76,Connecticut Sun,77,2016,,Friday,Connecticut Sun,Seattle Storm
10-06-2016,Chicago Sky,73,Indiana Fever,64,2016,,Friday,Chicago Sky,Indiana Fever
11-06-2016,Los Angeles Sparks,97,Dallas Wings,73,2016,,Saturday,Los Angeles Sparks,Dallas Wings
11-06-2016,New York Liberty,90,San Antonio Silver Stars,75,2016,,Saturday,New York Liberty,San Antonio Silver Stars
11-06-2016,Minnesota Lynx,83,Washington Mystics,76,2016,,Saturday,Minnesota Lynx,Washington Mystics
12-06-2016,Connecticut Sun,87,Atlanta Dream,93,2016,,Sunday,Atlanta Dream,Connecticut Sun
12-06-2016,Seattle Storm,90,Indiana Fever,88,2016,,Sunday,Seattle Storm,Indiana Fever
12-06-2016,Chicago Sky,80,Phoenix Mercury,86,2016,,Sunday,Phoenix Mercury,Chicago Sky
14-06-2016,Washington Mystics,109,Connecticut Sun,106,2016,,Tuesday,Washington Mystics,Connecticut Sun
14-06-2016,Chicago Sky,85,Los Angeles Sparks,98,2016,,Tuesday,Los Angeles Sparks,Chicago Sky
14-06-2016,Indiana Fever,63,Minnesota Lynx,87,2016,,Tuesday,Minnesota Lynx,Indiana Fever
14-06-2016,Dallas Wings,88,New York Liberty,91,2016,,Tuesday,New York Liberty,Dallas Wings
14-06-2016,Seattle Storm,70,San Antonio Silver Stars,77,2016,,Tuesday,San Antonio Silver Stars,Seattle Storm
16-06-2016,New York Liberty,80,Connecticut Sun,72,2016,,Thursday,New York Liberty,Connecticut Sun
16-06-2016,Seattle Storm,79,Dallas Wings,88,2016,,Thursday,Dallas Wings,Seattle Storm
17-06-2016,Chicago Sky,97,Atlanta Dream,101,2016,,Friday,Chicago Sky,Atlanta Dream
17-06-2016,Phoenix Mercury,71,Los Angeles Sparks,77,2016,,Friday,Los Angeles Sparks,Phoenix Mercury
17-06-2016,Indiana Fever,84,San Antonio Silver Stars,75,2016,,Friday,Indiana Fever,San Antonio Silver Stars
18-06-2016,Dallas Wings,117,Phoenix Mercury,111,2016,,Saturday,Dallas Wings,Phoenix Mercury
18-06-2016,Atlanta Dream,65,Washington Mystics,95,2016,,Saturday,Washington Mystics,Atlanta Dream
19-06-2016,San Antonio Silver Stars,90,Connecticut Sun,93,2016,,Sunday,Connecticut Sun,San Antonio Silver Stars
19-06-2016,New York Liberty,78,Indiana Fever,75,2016,,Sunday,New York Liberty,Indiana Fever
19-06-2016,Minnesota Lynx,96,Seattle Storm,84,2016,,Sunday,Minnesota Lynx,Seattle Storm
21-06-2016,San Antonio Silver Stars,75,Chicago Sky,81,2016,,Tuesday,Chicago Sky,San Antonio Silver Stars
21-06-2016,Phoenix Mercury,90,Dallas Wings,100,2016,,Tuesday,Phoenix Mercury,Dallas Wings
21-06-2016,Minnesota Lynx,72,Los Angeles Sparks,69,2016,,Tuesday,Minnesota Lynx,Los Angeles Sparks
22-06-2016,New York Liberty,90,Atlanta Dream,79,2016,,Wednesday,New York Liberty,Atlanta Dream
22-06-2016,Indiana Fever,62,Washington Mystics,76,2016,,Wednesday,Washington Mystics,Indiana Fever
23-06-2016,San Antonio Silver Stars,90,Dallas Wings,97,2016,,Thursday,Dallas Wings,San Antonio Silver Stars
24-06-2016,Los Angeles Sparks,94,Minnesota Lynx,76,2016,,Friday,Los Angeles Sparks,Minnesota Lynx
24-06-2016,Chicago Sky,79,New York Liberty,80,2016,,Friday,New York Liberty,Chicago Sky
24-06-2016,Connecticut Sun,81,Seattle Storm,98,2016,,Friday,Seattle Storm,Connecticut Sun
24-06-2016,Phoenix Mercury,91,Washington Mystics,79,2016,,Friday,Phoenix Mercury,Washington Mystics
25-06-2016,Indiana Fever,92,Dallas Wings,87,2016,,Saturday,Indiana Fever,Dallas Wings
25-06-2016,Atlanta Dream,69,San Antonio Silver Stars,73,2016,,Saturday,San Antonio Silver Stars,Atlanta Dream
26-06-2016,Connecticut Sun,73,Los Angeles Sparks,80,2016,,Sunday,Los Angeles Sparks,Connecticut Sun
26-06-2016,Phoenix Mercury,104,New York Liberty,97,2016,,Sunday,New York Liberty,Phoenix Mercury
26-06-2016,Minnesota Lynx,63,Washington Mystics,87,2016,,Sunday,Washington Mystics,Minnesota Lynx
28-06-2016,Dallas Wings,84,Los Angeles Sparks,89,2016,,Tuesday,Los Angeles Sparks,Dallas Wings
28-06-2016,Atlanta Dream,81,Seattle Storm,84,2016,,Tuesday,Seattle Storm,Atlanta Dream
29-06-2016,Indiana Fever,95,Chicago Sky,83,2016,,Wednesday,Indiana Fever,Chicago Sky
29-06-2016,New York Liberty,95,Minnesota Lynx,92,2016,,Wednesday,New York Liberty,Minnesota Lynx
29-06-2016,Connecticut Sun,75,Phoenix Mercury,86,2016,,Wednesday,Phoenix Mercury,Connecticut Sun
29-06-2016,San Antonio Silver Stars,67,Washington Mystics,84,2016,,Wednesday,Washington Mystics,San Antonio Silver Stars
30-06-2016,Atlanta Dream,75,Los Angeles Sparks,84,2016,,Thursday,Los Angeles Sparks,Atlanta Dream
30-06-2016,Dallas Wings,83,Seattle Storm,78,2016,,Thursday,Dallas Wings,Seattle Storm
01-07-2016,Washington Mystics,84,Chicago Sky,86,2016,,Friday,Chicago Sky,Washington Mystics
01-07-2016,San Antonio Silver Stars,87,Indiana Fever,85,2016,,Friday,San Antonio Silver Stars,Indiana Fever
01-07-2016,New York Liberty,99,Phoenix Mercury,88,2016,,Friday,New York Liberty,Phoenix Mercury
02-07-2016,Connecticut Sun,86,Dallas Wings,83,2016,,Saturday,Connecticut Sun,Dallas Wings
02-07-2016,San Antonio Silver Stars,68,Minnesota Lynx,91,2016,,Saturday,Minnesota Lynx,San Antonio Silver Stars
03-07-2016,Phoenix Mercury,95,Atlanta Dream,87,2016,,Sunday,Phoenix Mercury,Atlanta Dream
03-07-2016,New York Liberty,67,Los Angeles Sparks,77,2016,,Sunday,Los Angeles Sparks,New York Liberty
05-07-2016,Seattle Storm,64,Atlanta Dream,77,2016,,Tuesday,Atlanta Dream,Seattle Storm
05-07-2016,Phoenix Mercury,74,Dallas Wings,77,2016,,Tuesday,Dallas Wings,Phoenix Mercury
05-07-2016,Chicago Sky,82,Minnesota Lynx,87,2016,,Tuesday,Minnesota Lynx,Chicago Sky
06-07-2016,Indiana Fever,88,Los Angeles Sparks,94,2016,,Wednesday,Los Angeles Sparks,Indiana Fever
06-07-2016,Seattle Storm,74,New York Liberty,78,2016,,Wednesday,New York Liberty,Seattle Storm
06-07-2016,Washington Mystics,70,San Antonio Silver Stars,77,2016,,Wednesday,San Antonio Silver Stars,Washington Mystics
07-07-2016,Minnesota Lynx,89,Connecticut Sun,93,2016,,Thursday,Connecticut Sun,Minnesota Lynx
08-07-2016,Dallas Wings,90,Atlanta Dream,95,2016,,Friday,Atlanta Dream,Dallas Wings
08-07-2016,New York Liberty,88,Chicago Sky,85,2016,,Friday,New York Liberty,Chicago Sky
08-07-2016,Indiana Fever,78,Phoenix Mercury,60,2016,,Friday,Indiana Fever,Phoenix Mercury
08-07-2016,Seattle Storm,78,San Antonio Silver Stars,68,2016,,Friday,Seattle Storm,San Antonio Silver Stars
09-07-2016,Dallas Wings,56,Minnesota Lynx,93,2016,,Saturday,Minnesota Lynx,Dallas Wings
10-07-2016,Phoenix Mercury,95,Chicago Sky,100,2016,,Sunday,Phoenix Mercury,Chicago Sky
10-07-2016,Atlanta Dream,67,Connecticut Sun,63,2016,,Sunday,Atlanta Dream,Connecticut Sun
10-07-2016,Washington Mystics,82,Los Angeles Sparks,93,2016,,Sunday,Los Angeles Sparks,Washington Mystics
10-07-2016,San Antonio Silver Stars,65,New York Liberty,75,2016,,Sunday,New York Liberty,San Antonio Silver Stars
10-07-2016,Indiana Fever,93,Seattle Storm,82,2016,,Sunday,Indiana Fever,Seattle Storm
12-07-2016,Minnesota Lynx,81,San Antonio Silver Stars,57,2016,,Tuesday,Minnesota Lynx,San Antonio Silver Stars
13-07-2016,Los Angeles Sparks,77,Chicago Sky,67,2016,,Wednesday,Los Angeles Sparks,Chicago Sky
13-07-2016,Connecticut Sun,86,Indiana Fever,64,2016,,Wednesday,Connecticut Sun,Indiana Fever
13-07-2016,Atlanta Dream,62,New York Liberty,86,2016,,Wednesday,New York Liberty,Atlanta Dream
13-07-2016,Washington Mystics,74,Phoenix Mercury,78,2016,,Wednesday,Phoenix Mercury,Washington Mystics
15-07-2016,Dallas Wings,77,Chicago Sky,84,2016,,Friday,Chicago Sky,Dallas Wings
15-07-2016,Los Angeles Sparks,98,Connecticut Sun,92,2016,,Friday,Los Angeles Sparks,Connecticut Sun
15-07-2016,Atlanta Dream,72,Indiana Fever,78,2016,,Friday,Indiana Fever,Atlanta Dream
15-07-2016,New York Liberty,70,Minnesota Lynx,88,2016,,Friday,Minnesota Lynx,New York Liberty
15-07-2016,Washington Mystics,51,Seattle Storm,80,2016,,Friday,Seattle Storm,Washington Mystics
16-07-2016,San Antonio Silver Stars,64,Phoenix Mercury,83,2016,,Saturday,Phoenix Mercury,San Antonio Silver Stars
17-07-2016,Los Angeles Sparks,74,Atlanta Dream,91,2016,,Sunday,Atlanta Dream,Los Angeles Sparks
17-07-2016,Minnesota Lynx,98,Dallas Wings,97,2016,,Sunday,Minnesota Lynx,Dallas Wings
17-07-2016,Connecticut Sun,76,New York Liberty,83,2016,,Sunday,New York Liberty,Connecticut Sun
17-07-2016,Chicago Sky,91,Seattle Storm,88,2016,,Sunday,Chicago Sky,Seattle Storm
19-07-2016,Los Angeles Sparks,82,Indiana Fever,92,2016,,Tuesday,Indiana Fever,Los Angeles Sparks
19-07-2016,Chicago Sky,79,Phoenix Mercury,77,2016,,Tuesday,Chicago Sky,Phoenix Mercury
20-07-2016,Connecticut Sun,89,Dallas Wings,78,2016,,Wednesday,Connecticut Sun,Dallas Wings
20-07-2016,Atlanta Dream,65,Minnesota Lynx,83,2016,,Wednesday,Minnesota Lynx,Atlanta Dream
20-07-2016,San Antonio Silver Stars,69,Seattle Storm,83,2016,,Wednesday,Seattle Storm,San Antonio Silver Stars
20-07-2016,New York Liberty,88,Washington Mystics,81,2016,,Wednesday,New York Liberty,Washington Mystics
21-07-2016,Indiana Fever,82,New York Liberty,70,2016,,Thursday,Indiana Fever,New York Liberty
22-07-2016,Dallas Wings,88,Atlanta Dream,93,2016,,Friday,Atlanta Dream,Dallas Wings
22-07-2016,Connecticut Sun,94,Chicago Sky,89,2016,,Friday,Connecticut Sun,Chicago Sky
22-07-2016,Seattle Storm,72,Minnesota Lynx,79,2016,,Friday,Minnesota Lynx,Seattle Storm
22-07-2016,Los Angeles Sparks,95,Washington Mystics,75,2016,,Friday,Los Angeles Sparks,Washington Mystics
26-08-2016,Atlanta Dream,82,Chicago Sky,90,2016,,Friday,Chicago Sky,Atlanta Dream
26-08-2016,Minnesota Lynx,80,Connecticut Sun,84,2016,,Friday,Connecticut Sun,Minnesota Lynx
26-08-2016,Dallas Wings,72,Phoenix Mercury,98,2016,,Friday,Phoenix Mercury,Dallas Wings
26-08-2016,New York Liberty,84,San Antonio Silver Stars,77,2016,,Friday,New York Liberty,San Antonio Silver Stars
26-08-2016,Los Angeles Sparks,72,Seattle Storm,79,2016,,Friday,Seattle Storm,Los Angeles Sparks
27-08-2016,Washington Mystics,92,Indiana Fever,69,2016,,Saturday,Washington Mystics,Indiana Fever
28-08-2016,Connecticut Sun,73,Atlanta Dream,87,2016,,Sunday,Atlanta Dream,Connecticut Sun
28-08-2016,Chicago Sky,92,Dallas Wings,85,2016,,Sunday,Chicago Sky,Dallas Wings
28-08-2016,Seattle Storm,80,Minnesota Lynx,92,2016,,Sunday,Minnesota Lynx,Seattle Storm
28-08-2016,Los Angeles Sparks,66,Phoenix Mercury,70,2016,,Sunday,Phoenix Mercury,Los Angeles Sparks
28-08-2016,San Antonio Silver Stars,85,Washington Mystics,74,2016,,Sunday,San Antonio Silver Stars,Washington Mystics
30-08-2016,San Antonio Silver Stars,62,Connecticut Sun,89,2016,,Tuesday,Connecticut Sun,San Antonio Silver Stars
30-08-2016,Phoenix Mercury,79,Indiana Fever,65,2016,,Tuesday,Phoenix Mercury,Indiana Fever
31-08-2016,Dallas Wings,66,Seattle Storm,78,2016,,Wednesday,Seattle Storm,Dallas Wings
01-09-2016,New York Liberty,77,Indiana Fever,98,2016,,Thursday,Indiana Fever,New York Liberty
01-09-2016,Los Angeles Sparks,70,San Antonio Silver Stars,61,2016,,Thursday,Los Angeles Sparks,San Antonio Silver Stars
02-09-2016,Seattle Storm,88,Chicago Sky,92,2016,,Friday,Chicago Sky,Seattle Storm
02-09-2016,Phoenix Mercury,74,Connecticut Sun,87,2016,,Friday,Connecticut Sun,Phoenix Mercury
02-09-2016,Los Angeles Sparks,87,Dallas Wings,79,2016,,Friday,Los Angeles Sparks,Dallas Wings
02-09-2016,Washington Mystics,69,Minnesota Lynx,75,2016,,Friday,Minnesota Lynx,Washington Mystics
03-09-2016,Phoenix Mercury,70,New York Liberty,92,2016,,Saturday,New York Liberty,Phoenix Mercury
04-09-2016,Seattle Storm,91,Atlanta Dream,82,2016,,Sunday,Seattle Storm,Atlanta Dream
04-09-2016,San Antonio Silver Stars,73,Chicago Sky,97,2016,,Sunday,Chicago Sky,San Antonio Silver Stars
04-09-2016,Washington Mystics,88,Dallas Wings,83,2016,,Sunday,Washington Mystics,Dallas Wings
04-09-2016,Indiana Fever,81,Los Angeles Sparks,88,2016,,Sunday,Los Angeles Sparks,Indiana Fever
04-09-2016,Connecticut Sun,79,Minnesota Lynx,93,2016,,Sunday,Minnesota Lynx,Connecticut Sun
06-09-2016,Phoenix Mercury,87,Atlanta Dream,91,2016,,Tuesday,Atlanta Dream,Phoenix Mercury
06-09-2016,Minnesota Lynx,77,Los Angeles Sparks,74,2016,,Tuesday,Minnesota Lynx,Los Angeles Sparks
06-09-2016,Indiana Fever,71,San Antonio Silver Stars,69,2016,,Tuesday,Indiana Fever,San Antonio Silver Stars
07-09-2016,Seattle Storm,102,New York Liberty,78,2016,,Wednesday,New York Liberty,Seattle Storm
07-09-2016,Chicago Sky,81,Washington Mystics,118,2016,,Wednesday,Chicago Sky,Washington Mystics
08-09-2016,Atlanta Dream,86,Los Angeles Sparks,81,2016,,Thursday,Atlanta Dream,Los Angeles Sparks
09-09-2016,Chicago Sky,88,Indiana Fever,95,2016,,Friday,Indiana Fever,Chicago Sky
09-09-2016,Connecticut Sun,82,New York Liberty,89,2016,,Friday,New York Liberty,Connecticut Sun
09-09-2016,Dallas Wings,92,San Antonio Silver Stars,84,2016,,Friday,Dallas Wings,San Antonio Silver Stars
09-09-2016,Seattle Storm,81,Washington Mystics,76,2016,,Friday,Seattle Storm,Washington Mystics
11-09-2016,Chicago Sky,96,Connecticut Sun,86,2016,,Sunday,Chicago Sky,Connecticut Sun
11-09-2016,New York Liberty,81,Dallas Wings,84,2016,,Sunday,Dallas Wings,New York Liberty
11-09-2016,Atlanta Dream,75,Phoenix Mercury,86,2016,,Sunday,Phoenix Mercury,Atlanta Dream
11-09-2016,Minnesota Lynx,81,San Antonio Silver Stars,76,2016,,Sunday,Minnesota Lynx,San Antonio Silver Stars
11-09-2016,Los Angeles Sparks,60,Seattle Storm,78,2016,,Sunday,Seattle Storm,Los Angeles Sparks
11-09-2016,Indiana Fever,80,Washington Mystics,73,2016,,Sunday,Indiana Fever,Washington Mystics
13-09-2016,San Antonio Silver Stars,71,Atlanta Dream,67,2016,,Tuesday,San Antonio Silver Stars,Atlanta Dream
13-09-2016,Minnesota Lynx,97,Chicago Sky,98,2016,,Tuesday,Chicago Sky,Minnesota Lynx
13-09-2016,Indiana Fever,87,Connecticut Sun,89,2016,,Tuesday,Connecticut Sun,Indiana Fever
13-09-2016,Phoenix Mercury,85,Los Angeles Sparks,90,2016,,Tuesday,Los Angeles Sparks,Phoenix Mercury
13-09-2016,Washington Mystics,75,New York Liberty,62,2016,,Tuesday,Washington Mystics,New York Liberty
15-09-2016,Washington Mystics,91,Atlanta Dream,94,2016,,Thursday,Atlanta Dream,Washington Mystics
15-09-2016,Seattle Storm,62,Phoenix Mercury,86,2016,,Thursday,Phoenix Mercury,Seattle Storm
16-09-2016,New York Liberty,68,Chicago Sky,92,2016,,Friday,Chicago Sky,New York Liberty
16-09-2016,Dallas Wings,74,Connecticut Sun,107,2016,,Friday,Dallas Wings,Connecticut Sun
16-09-2016,Minnesota Lynx,82,Indiana Fever,75,2016,,Friday,Minnesota Lynx,Indiana Fever
16-09-2016,San Antonio Silver Stars,65,Los Angeles Sparks,71,2016,,Friday,Los Angeles Sparks,San Antonio Silver Stars
17-09-2016,Atlanta Dream,87,Minnesota Lynx,95,2016,,Saturday,Minnesota Lynx,Atlanta Dream
18-09-2016,Dallas Wings,60,Indiana Fever,83,2016,,Sunday,Indiana Fever,Dallas Wings
18-09-2016,Phoenix Mercury,81,San Antonio Silver Stars,65,2016,,Sunday,Phoenix Mercury,San Antonio Silver Stars
18-09-2016,Chicago Sky,75,Seattle Storm,88,2016,,Sunday,Seattle Storm,Chicago Sky
18-09-2016,Connecticut Sun,87,Washington Mystics,78,2016,,Sunday,Connecticut Sun,Washington Mystics
21-09-2016,Seattle Storm,85,Atlanta Dream,94,2016,,Wednesday,Atlanta Dream,Seattle Storm
21-09-2016,Phoenix Mercury,89,Indiana Fever,78,2016,,Wednesday,Phoenix Mercury,Indiana Fever
24-09-2016,Phoenix Mercury,101,New York Liberty,94,2016,,Saturday,New York Liberty,Phoenix Mercury
25-09-2016,Atlanta Dream,98,Chicago Sky,108,2016,,Sunday,Atlanta Dream,Chicago Sky
28-09-2016,Chicago Sky,75,Los Angeles Sparks,95,2016,,Wednesday,Los Angeles Sparks,Chicago Sky
28-09-2016,Phoenix Mercury,95,Minnesota Lynx,113,2016,,Wednesday,Phoenix Mercury,Minnesota Lynx
30-09-2016,Chicago Sky,84,Los Angeles Sparks,99,2016,,Friday,Los Angeles Sparks,Chicago Sky
30-09-2016,Phoenix Mercury,86,Minnesota Lynx,96,2016,,Friday,Minnesota Lynx,Phoenix Mercury
02-10-2016,Los Angeles Sparks,66,Chicago Sky,70,2016,,Sunday,Chicago Sky,Los Angeles Sparks
02-10-2016,Minnesota Lynx,82,Phoenix Mercury,67,2016,,Sunday,Minnesota Lynx,Phoenix Mercury
04-10-2016,Los Angeles Sparks,95,Chicago Sky,75,2016,,Tuesday,Los Angeles Sparks,Chicago Sky
09-10-2016,Los Angeles Sparks,78,Minnesota Lynx,76,2016,,Sunday,Los Angeles Sparks,Minnesota Lynx
11-10-2016,Los Angeles Sparks,60,Minnesota Lynx,79,2016,,Tuesday,Minnesota Lynx,Los Angeles Sparks
14-10-2016,Minnesota Lynx,75,Los Angeles Sparks,92,2016,,Friday,Los Angeles Sparks,Minnesota Lynx
16-10-2016,Minnesota Lynx,85,Los Angeles Sparks,79,2016,,Sunday,Minnesota Lynx,Los Angeles Sparks
20-10-2016,Los Angeles Sparks,77,Minnesota Lynx,76,2016,,Thursday,Los Angeles Sparks,Minnesota Lynx
13-05-2017,Atlanta Dream,81,Connecticut Sun,74,2017,,Saturday,Atlanta Dream,Connecticut Sun
13-05-2017,Seattle Storm,68,Los Angeles Sparks,78,2017,,Saturday,Los Angeles Sparks,Seattle Storm
13-05-2017,San Antonio Silver Stars,64,New York Liberty,73,2017,,Saturday,New York Liberty,San Antonio Silver Stars
14-05-2017,Chicago Sky,61,Minnesota Lynx,70,2017,,Sunday,Minnesota Lynx,Chicago Sky
14-05-2017,Dallas Wings,68,Phoenix Mercury,58,2017,,Sunday,Dallas Wings,Phoenix Mercury
14-05-2017,Indiana Fever,82,Seattle Storm,87,2017,,Sunday,Seattle Storm,Indiana Fever
14-05-2017,San Antonio Silver Stars,74,Washington Mystics,89,2017,,Sunday,Washington Mystics,San Antonio Silver Stars
17-05-2017,Indiana Fever,62,Phoenix Mercury,85,2017,,Wednesday,Phoenix Mercury,Indiana Fever
18-05-2017,Minnesota Lynx,90,New York Liberty,71,2017,,Thursday,Minnesota Lynx,New York Liberty
19-05-2017,Atlanta Dream,91,Chicago Sky,83,2017,,Friday,Atlanta Dream,Chicago Sky
19-05-2017,Washington Mystics,89,Los Angeles Sparks,99,2017,,Friday,Los Angeles Sparks,Washington Mystics
19-05-2017,Phoenix Mercury,78,San Antonio Silver Stars,72,2017,,Friday,Phoenix Mercury,San Antonio Silver Stars
20-05-2017,Minnesota Lynx,89,Dallas Wings,87,2017,,Saturday,Minnesota Lynx,Dallas Wings
20-05-2017,Connecticut Sun,79,Indiana Fever,81,2017,,Saturday,Indiana Fever,Connecticut Sun
21-05-2017,Chicago Sky,75,Atlanta Dream,71,2017,,Sunday,Chicago Sky,Atlanta Dream
21-05-2017,Washington Mystics,71,Seattle Storm,81,2017,,Sunday,Seattle Storm,Washington Mystics
23-05-2017,Connecticut Sun,78,Minnesota Lynx,80,2017,,Tuesday,Minnesota Lynx,Connecticut Sun
23-05-2017,New York Liberty,69,Phoenix Mercury,67,2017,,Tuesday,New York Liberty,Phoenix Mercury
24-05-2017,Washington Mystics,82,Chicago Sky,67,2017,,Wednesday,Washington Mystics,Chicago Sky
24-05-2017,Los Angeles Sparks,90,Indiana Fever,93,2017,,Wednesday,Indiana Fever,Los Angeles Sparks
25-05-2017,Dallas Wings,94,San Antonio Silver Stars,82,2017,,Thursday,Dallas Wings,San Antonio Silver Stars
26-05-2017,Minnesota Lynx,82,Connecticut Sun,68,2017,,Friday,Minnesota Lynx,Connecticut Sun
26-05-2017,New York Liberty,81,Seattle Storm,87,2017,,Friday,Seattle Storm,New York Liberty
26-05-2017,Chicago Sky,79,Washington Mystics,88,2017,,Friday,Washington Mystics,Chicago Sky
27-05-2017,Los Angeles Sparks,73,Atlanta Dream,75,2017,,Saturday,Atlanta Dream,Los Angeles Sparks
27-05-2017,Dallas Wings,65,Phoenix Mercury,107,2017,,Saturday,Dallas Wings,Phoenix Mercury
28-05-2017,Connecticut Sun,97,Chicago Sky,79,2017,,Sunday,Connecticut Sun,Chicago Sky
